Name:,Marcia Ahn
Email:,mfa5876@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,Data by Marcia; small fixes by Adam

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
286,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 142.4 MPa,853.0,7.75e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
287,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 147.2 MPa,853.0,8.39e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
288,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 151 MPa,853.0,9.09e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
289,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 153.8 MPa,853.0,1.364e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
290,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 158.7 MPa,853.0,1.6e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
291,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 163.5 MPa,853.0,1.832e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
292,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 170.7 MPa,853.0,2.441e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
293,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 180.4 MPa,853.0,3.15e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
294,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 184.8 MPa,853.0,5e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
295,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 191 MPa,853.0,7.566e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
296,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 198.5 MPa,853.0,8.064e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
297,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 203.6 MPa,853.0,1.066e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
298,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 208.6 MPa,853.0,1.443e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
299,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 213.7 MPa,853.0,1.818e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
300,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 217.4 MPa,853.0,2.932e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
301,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 236.2 MPa,853.0,3.125e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
302,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 236.5 MPa,853.0,3.2e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
303,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 232.8 MPa,853.0,4.544e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
304,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 86.4 MPa,898.0,3.44e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
305,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 89.4 MPa,898.0,3.61e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
306,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 92.91 MPa,898.0,4.2e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
307,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 96.55 MPa,898.0,5.29e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
308,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 100.5 MPa,898.0,6.82e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
309,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 104.9 MPa,898.0,7.16e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
310,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 110.1 MPa,898.0,9.16e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
311,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 114.9 MPa,898.0,1.23e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
312,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 118.2 MPa,898.0,1.311e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
313,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 120.7 MPa,898.0,1.466e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
314,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 124.9 MPa,898.0,1.907e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
315,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 130.2 MPa,898.0,2.48e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
316,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 138.6 MPa,898.0,3.521e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
317,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 142.6 MPa,898.0,4.544e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
318,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 145.9 MPa,898.0,6.25e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
319,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 151 MPa,898.0,9.016e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
320,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 157.1 MPa,898.0,1.847e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
321,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 167.3 MPa,898.0,1.907e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
322,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 170.2 MPa,898.0,2.098e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
323,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 174.4 MPa,898.0,3.438e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
324,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 183.3 MPa,898.0,3.906e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
325,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 187.2 MPa,898.0,3.226e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
326,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 75.79 MPa,923.0,2.98e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
327,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 78.2 MPa,923.0,3.78e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
328,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 85.17 MPa,923.0,5.37e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
329,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 88.64 MPa,923.0,7.04e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
330,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 102.8 MPa,923.0,1.489e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
331,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 107.3 MPa,923.0,1.665e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
332,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 109.9 MPa,923.0,1.862e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
333,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 115.5 MPa,923.0,2.602e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
334,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 123 MPa,923.0,3.937e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
335,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 128.2 MPa,923.0,5.725e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
336,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 132.6 MPa,923.0,6.504e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
337,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 136.3 MPa,923.0,7.937e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
338,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 140.8 MPa,923.0,1.775e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
339,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 150.1 MPa,923.0,2.166e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
340,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 154.9 MPa,923.0,2.201e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
341,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 158 MPa,923.0,3.493e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
342,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 165.2 MPa,923.0,3.635e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
343,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 168.3 MPa,923.0,3.384e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
344,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 67.82 MPa,948.0,2.08e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
345,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 67.62 MPa,948.0,2.98e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
346,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 72 MPa,948.0,4.1e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
347,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 73.87 MPa,948.0,4.23e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
348,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 76.44 MPa,948.0,5.37e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
349,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 78.87 MPa,948.0,8e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
350,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 82.31 MPa,948.0,8.26e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
351,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 84.45 MPa,948.0,8.39e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
352,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 90.68 MPa,948.0,1.375e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
353,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 93.57 MPa,948.0,1.562e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
354,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 97.38 MPa,948.0,1.922e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
355,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 101.8 MPa,948.0,2.5e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
356,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 108.8 MPa,948.0,4.196e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
357,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 113.6 MPa,948.0,5.958e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
358,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 118.5 MPa,948.0,7.099e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
359,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 122.6 MPa,948.0,8.595e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
360,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 126.6 MPa,948.0,1.322e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
361,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 131.3 MPa,948.0,2.751e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
362,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 141.4 MPa,948.0,2.622e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
363,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 143.2 MPa,948.0,2.908e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
364,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 152.3 MPa,948.0,3.384e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
365,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 151 MPa,948.0,3.906e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
366,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 155.4 MPa,948.0,4.23e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
367,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 58.15 MPa,973.0,3.49e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
368,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 60.34 MPa,973.0,3.84e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
369,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 62.8 MPa,973.0,4.51e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
370,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 65.54 MPa,973.0,5.12e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
371,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 67.43 MPa,973.0,6.71e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
372,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 70.78 MPa,973.0,7.39e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
373,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 72.51 MPa,973.0,8e-08,None,s-1,F2,10.1016/j.matlet.2015.11.016
374,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 74.93 MPa,973.0,1.032e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
375,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 78.2 MPa,973.0,1.154e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
376,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 79.77 MPa,973.0,1.513e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
377,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 83.02 MPa,973.0,1.803e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
378,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 85.91 MPa,973.0,2.327e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
379,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 91.2 MPa,973.0,3.411e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
380,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 99.34 MPa,973.0,4.691e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
381,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 103.1 MPa,973.0,5.771e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
382,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 106.1 MPa,973.0,7.937e-07,None,s-1,F2,10.1016/j.matlet.2015.11.016
383,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 111 MPa,973.0,1.092e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
384,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 115.9 MPa,973.0,1.454e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
385,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 119.9 MPa,973.0,2.885e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
386,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 128.4 MPa,973.0,3.906e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
387,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 133 MPa,973.0,3.783e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
388,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 135.9 MPa,973.0,4.654e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
389,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 138.2 MPa,973.0,4.96e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
390,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 139 MPa,973.0,5.458e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
391,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 139.8 MPa,973.0,4.508e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
392,Al0.60 Co0.1 Cr0.1 Fe0.1 Ni 0.1,FCC+BCC,None,None,creep rate,EXP,stress = 142.6 MPa,973.0,4.437e-06,None,s-1,F2,10.1016/j.matlet.2015.11.016
393,Ir77 Nb23 ,FCC+L12,None,None,creep rate,EXP,stress = 166.7 MPa,2003.0,3.2e-09,None,s-1,F3,10.1007/s11661-003-0285-8
394,Ir77 Nb23 ,FCC+L12,None,None,creep rate,EXP,stress = 173.3 MPa,2003.0,6.1e-09,None,s-1,F3,10.1007/s11661-003-0285-8
395,Ir77 Nb23,FCC+L12,None,None,creep rate,EXP,stress = 180.9 MPa,2003.0,1.23e-08,None,s-1,F3,10.1007/s11661-003-0285-8
396,Ir77 Nb23,FCC+L12,None,None,creep rate,EXP,stress = 187.6 MPa,2003.0,2.45e-08,None,s-1,F3,10.1007/s11661-003-0285-8
397,Ir77 Nb23,FCC+L12,None,None,creep rate,EXP,stress = 195.7 MPa,2003.0,5.17e-08,None,s-1,F3,10.1007/s11661-003-0285-8
398,Ir77 Nb23,FCC+L12,None,None,creep rate,EXP,stress = 129.7 MPa,2073.0,7e-09,None,s-1,F3,10.1007/s11661-003-0285-8
399,Ir77 Nb23,FCC+L12,None,None,creep rate,EXP,stress = 161.7 MPa,2073.0,4.54e-08,None,s-1,F3,10.1007/s11661-003-0285-8
400,Ir77 Nb23,FCC+L12,None,None,creep rate,EXP,stress = 178.9 MPa,2073.0,2.346e-07,None,s-1,F3,10.1007/s11661-003-0285-8
401,Ir77 Nb23,FCC+L12,None,None,creep rate,EXP,stress = 195.9 MPa,2073.0,3.75e-06,None,s-1,F3,10.1007/s11661-003-0285-8
402,Al12.7 Co9.48 Cr9.36 Hf0.47 Mo0.31 Ni63 Ta1.1 Ti0.5 W3.07 ,FCC+L12,None,None,creep rate,EXP,stress = 70 MPa,1373.0,9.09e-08,None,s-1,F9,10.1016/j.msea.2012.04.067
403,Al12.7 Co9.48 Cr9.36 Hf0.47 Mo0.31 Ni63 Ta1.1 Ti0.5 W3.07 ,FCC+L12,None,None,creep rate,EXP,stress = 90 MPa,1373.0,4.608e-07,None,s-1,F9,10.1016/j.msea.2012.04.067
404,Al12.7 Co9.48 Cr9.36 Hf0.47 Mo0.31 Ni63 Ta1.1 Ti0.5 W3.07 ,FCC+L12,None,None,creep rate,EXP,stress = 150 MPa,1253.0,5.31e-08,None,s-1,F9,10.1016/j.msea.2012.04.067
405,Al12.7 Co9.48 Cr9.36 Hf0.47 Mo0.31 Ni63 Ta1.1 Ti0.5 W3.07 ,FCC+L12,None,None,creep rate,EXP,stress = 230 MPa,1253.0,2.0855e-06,None,s-1,F9,10.1016/j.msea.2012.04.067
416,Be,HCP,None,None,creep rate,EXP,stress = 4.51 MPa,1007.0,6e-06,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
417,Be,HCP,None,None,creep rate,EXP,stress = 6.67 MPa,1007.0,1.2e-05,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
418,Be,HCP,None,None,creep rate,EXP,stress = 7.45 MPa,1007.0,0.00085,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
419,Be,HCP,None,None,creep rate,EXP,stress = 9.81 MPa,1007.0,0.005,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
420,Be,HCP,None,None,creep rate,EXP,stress = 68.7 MPa,793.0,1.7e-05,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
421,Be,HCP,None,None,creep rate,EXP,stress = 68.7 MPa,833.0,0.00017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
422,Be,HCP,None,None,creep rate,EXP,stress = 68.7 MPa,878.0,0.0017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
423,Be,HCP,None,None,creep rate,EXP,stress = 68.7 MPa,943.0,0.017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
424,Be,HCP,None,None,creep rate,EXP,stress = 6.87 MPa,923.0,1.7e-05,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
425,Be,HCP,None,None,creep rate,EXP,stress = 6.87 MPa,973.0,0.00017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
426,Be,HCP,None,None,creep rate,EXP,stress = 6.87 MPa,1033.0,0.0017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
427,Be,HCP,None,None,creep rate,EXP,stress = 6.87 MPa,1103.0,0.017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
428,Be,HCP,None,None,creep rate,EXP,stress = 0.69 MPa,1113.0,1.7e-05,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
429,Be,HCP,None,None,creep rate,EXP,stress = 0.69 MPa,1173.0,0.00017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
430,Be,HCP,None,None,creep rate,EXP,stress = 0.69 MPa,1253.0,0.0017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
